,StartDate,EndDate,Status,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q3_5_TEXT,Q4,Q5,Q6,Q7a,Q7a_1,Q7a_2,Q7a_3,Q7b,Q7b_1,Q7c,Q7c_1,Q7c_2,Q7c_3,Q7d,Q7d_1,Q7d_2,Q7e,Q7e_1,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q10,Q11_1,Q11_2,Q11_3,Q12_1,Q12_2,Q12_3,Q12_4,Q12a,Q13_1_1,Q13_2_1,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_9,Q14_10,Q14_11,Q14_12,Q15,Q16,Q16_5_TEXT,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q17_10,Q17a,Q18,Q19,Q19_9_TEXT,Q20,Q20_5_TEXT,Q21,Q21_7_TEXT,Q22,Q23
133,5/26/2022 20:54,5/26/2022 21:14,IP Address,100,1202,TRUE,5/26/2022 21:14,R_3g6pPPDUIAGbpyO,,37.9842,23.7353,email,EN,35-54 years old,Yes,Other (specify),Remote sensing,Mixed Methods,To a great extent,"The ability of performing the developed/proposed method and achieving the same results as the ones presented in a paper - report. This can be achieved by offering your code as open source or with a detailed description of the methodology, techniques and settings selected during the experiments. ",To a great extent,Always,"Obtaining or collecting data,Data cleaning or pre-processing,Data analysis,Data visualization or mapping",Always,To a great extent,Always,To a great extent,Most of the time,Always,Most of the time,To a great extent,Always,Always,Somewhat,Rarely,Agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly disagree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Help other researchers test my proposed methods. ,Some,Some,Some,"Yes, some","Yes, some","Yes, some","Yes, all",I have no reason to not submit all of the findings. ,50,50,Occasionally,Frequently,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Rarely,Occasionally,Occasionally,Occasionally,,"Principal investigator of the study,Peer-reviewer(s),Journal editor(s),Funding agency",,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,,16+ people,Research scientist,,Female,,White,,Greece,I would like to be entered into the prize draw
134,5/26/2022 23:24,5/26/2022 23:38,IP Address,100,831,TRUE,5/26/2022 23:38,R_pFdMlFXTZMAGRNv,,52.2484,21.0026,email,EN,35-54 years old,Yes,"Geographic methods, GIS, spatial statistics",,Quantitative,Very little,Possibility to recreate the analysis using original data,To a great extent,Some of the time,"Data analysis,Data visualization or mapping",Some of the time,Somewhat,Rarely,Somewhat,Rarely,Never,Never,Somewhat,Never,,Not at all,,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Yes,Yes,Yes,No,No,Yes,No,,,,,,,,,,20,60,Rarely,Frequently,Frequently,Frequently,Occasionally,Frequently,Rarely,Rarely,Occasionally,Occasionally,Occasionally,Rarely,,Principal investigator of the study,,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Somewhat not important,Very important,Somewhat important,,6 - 10 people,Associate professor/lecturer,,Male,,White,,Poland,
135,5/26/2022 23:53,5/27/2022 0:37,IP Address,100,2632,TRUE,5/27/2022 0:37,R_eKEuf2T2cIDdjvH,,1.25,32.5,email,EN,35-54 years old,Yes,"Physical geography, earth and environmental sciences",,Quantitative,To a great extent,Data that can be obtained again and it produces the same results.,Somewhat,Never,,,Somewhat,Some of the time,Very little,Some of the time,Rarely,Never,Not at all,,,Not at all,,Agree,Agree,Disagree,Agree,Strongly agree,Disagree,Yes,No,No,Yes,Yes,No,No,,,,,,,,,,,,Never,Never,Frequently,Occasionally,Rarely,Rarely,Never,Never,Frequently,Frequently,Rarely,Occasionally,Differences in how individual researchers identify certain phytolith morphotypes can result in variations in data to some extent. Depending on the extent of experience of the researcher some morphotypes many be missed or misidentified.,"Principal investigator of the study,Peer-reviewer(s)",,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,,6 - 10 people,Post-doctoral fellow,,Female,,Other,African,South Africa,
136,5/26/2022 23:30,5/27/2022 0:57,IP Address,100,5250,TRUE,5/27/2022 0:57,R_2VDEmQJYuzV9xbB,,60.1719,24.9347,email,EN,18-34 years old,Yes,"Physical geography, earth and environmental sciences",,Quantitative,Somewhat,That research can be done again to gain similar results,To a great extent,Most of the time,"Obtaining or collecting data,Data cleaning or pre-processing,Data analysis,Data visualization or mapping",Most of the time,Somewhat,Most of the time,To a great extent,Most of the time,Always,Always,To a great extent,Most of the time,Some of the time,Somewhat,Rarely,Agree,Disagree,Agree,Agree,Strongly agree,Disagree,Yes,Yes,No,Yes,Yes,No,Yes,Wanted to double check my own results,Some,All,None,"Yes, all","Yes, all","Yes, all","Yes, all",,60,85,Never,Occasionally,Occasionally,Frequently,Frequently,Frequently,Occasionally,Rarely,Occasionally,Frequently,Occasionally,Rarely,,Principal investigator of the study,,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,More open publishing ,6 - 10 people,"Graduate student (PhD, masters)",,Female,,White,,Finland,
137,5/27/2022 1:16,5/27/2022 1:25,IP Address,100,579,TRUE,5/27/2022 1:25,R_25AVy1GWOOCIpnH,,49.2667,16.6,email,EN,35-54 years old,Yes,Human geography,,Quantitative,Somewhat,The results obtained by statistical analysis of data should be achieved again when the study is replicated,Very little,Never,,,Somewhat,Some of the time,Very little,Rarely,Never,Never,Not at all,,,Not at all,,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly disagree,Yes,No,Yes,No,No,No,Yes,,All,None,None,"Yes, some",Did not attempt,"Yes, some","Yes, some",,80,80,Rarely,Frequently,Frequently,Frequently,Occasionally,Rarely,Occasionally,Occasionally,Frequently,Frequently,Frequently,Occasionally,,Principal investigator of the study,,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat not important,Somewhat important,Very important,,2 - 5 people,Research scientist,,Male,,White,,Czech Republic,I would like to be entered into the prize draw
138,5/27/2022 1:27,5/27/2022 1:42,IP Address,100,867,TRUE,5/27/2022 1:42,R_3j2HmAKzBB8fxU4,,48.6372,21.3094,email,EN,18-34 years old,Yes,"Geographic methods, GIS, spatial statistics",,Mixed Methods,Very little,,To a great extent,Some of the time,"Obtaining or collecting data,Data cleaning or pre-processing,Data analysis,Data visualization or mapping",Some of the time,To a great extent,Some of the time,To a great extent,Most of the time,Rarely,Never,Not at all,,,Not at all,,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Yes,Yes,Yes,Yes,No,Yes,Yes,,Some,All,None,"Yes, some","Yes, some",Did not attempt,No,,50,90,Rarely,Occasionally,Rarely,Frequently,Frequently,Frequently,Occasionally,Frequently,Rarely,Rarely,Rarely,Rarely,,"Principal investigator of the study,Peer-reviewer(s)",,Somewhat important,Somewhat important,Very important,Somewhat important,Not important,Not important,Somewhat not important,Somewhat not important,Somewhat important,Somewhat not important,,6 - 10 people,Research scientist,,Male,,White,,Slovakia,I would like to be entered into the prize draw
139,5/27/2022 0:49,5/27/2022 1:44,IP Address,100,3331,TRUE,5/27/2022 1:44,R_2V7w8SGACVoV66E,,48.8323,2.4075,email,EN,18-34 years old,Yes,Human geography,,Mixed Methods,To a great extent,Others should be able to reproduce/ duplicate a study given they have access to the same data.,Not at all,,,,Not at all,,Somewhat,Rarely,Never,Never,Very little,Rarely,Never,Not at all,,,,Strongly disagree,,Agree,,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,Occasionally,Occasionally,Methodology often described briefly and not detailed enough,"Principal investigator of the study,Journal editor(s)",,Somewhat important,Somewhat important,Somewhat important,Somewhat not important,Somewhat important,Somewhat important,Somewhat important,Somewhat not important,Somewhat important,Somewhat important,,16+ people,"Graduate student (PhD, masters)",,Female,,White,,Netherlands,
140,5/27/2022 1:43,5/27/2022 1:51,IP Address,100,437,TRUE,5/27/2022 1:51,R_CkLdmpiBgItyBK9,,50.916,-1.4993,email,EN,55+ years old,Yes,"Physical geography, earth and environmental sciences",,Quantitative,To a great extent,"Data that other researchers could collect, or an interpretation of a data set that other researchers may also find.",To a great extent,Some of the time,Data analysis,Some of the time,Somewhat,Never,To a great extent,Most of the time,Most of the time,Rarely,Somewhat,Some of the time,Some of the time,To a great extent,Rarely,Disagree,Agree,Disagree,Strongly agree,Agree,Disagree,Yes,No,No,Yes,No,No,Yes,In order to understand the described method/technique more fully,Some,Some,Some,"Yes, some",No,No,Did not attempt,,80,80,Never,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Frequently,Frequently,Frequently,Frequently,Rarely,none,Principal investigator of the study,,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,none,2 - 5 people,Full professor/lecturer,,Female,,White,,United Kingdom of Great Britain and Northern Ireland,
141,5/27/2022 1:40,5/27/2022 1:52,IP Address,100,728,TRUE,5/27/2022 1:52,R_eEi9QbInQKTRI9r,,60.3905,5.3281,email,EN,35-54 years old,Yes,Human geography,,Qualitative,Somewhat,"As a qualitative researcher doing in-depth case study research, my studies can not be perfectly reproduced. But reproducibility sits in the openness about methods and data collection practices, as well as critical reflection about strengths and weaknesses of my research. When we write about those things in the methods section in our papers and theses, their reproducibility is increased. ",Somewhat,Rarely,Obtaining or collecting data,Rarely,Very little,Rarely,Somewhat,Rarely,Rarely,Never,Not at all,,,Not at all,,Disagree,,Agree,Disagree,Disagree,Agree,Yes,Yes,Yes,Yes,No,Yes,No,,,,,,,,,,,,Rarely,Occasionally,Occasionally,Occasionally,Frequently,Rarely,Rarely,Rarely,Rarely,Occasionally,Occasionally,Frequently,,Principal investigator of the study,,Somewhat not important,Somewhat not important,Somewhat not important,Somewhat not important,,Somewhat not important,Not important,Somewhat important,Somewhat important,Somewhat important,,6 - 10 people,Full professor/lecturer,,Male,,White,,Norway,
142,5/27/2022 1:50,5/27/2022 1:54,IP Address,100,223,TRUE,5/27/2022 1:54,R_1BQtllcBfI8pkuY,,31.2277,121.4168,email,EN,35-54 years old,Yes,"Physical geography, earth and environmental sciences",,Quantitative,Not at all,,To a great extent,Always,Data visualization or mapping,Always,Very little,Never,To a great extent,Rarely,Rarely,Rarely,Not at all,,,Not at all,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,No,No,,,,,,,,,,,,,0,100,Frequently,Occasionally,Occasionally,Occasionally,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,,Principal investigator of the study,,Not important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,,2 - 5 people,Associate professor/lecturer,,Male,,Asian,,,
143,5/27/2022 2:00,5/27/2022 2:20,IP Address,100,1153,TRUE,5/27/2022 2:20,R_2pRxlzkona0H5gQ,,56.0393,9.9313,email,EN,35-54 years old,Yes,Other (specify),Transport geography,Quantitative,To a great extent,"The other researchers should be able to reproduce the results ...and that methodology should be described to support this option. 
Another aspect is whether my results reproduce the results of others. I see this as an important part of commentary and discussion of findings.",Somewhat,Rarely,"Data analysis,Data visualization or mapping",Some of the time,Very little,Rarely,Very little,Rarely,Never,Rarely,Not at all,,,Not at all,,Disagree,Disagree,Agree,Agree,Agree,,Yes,No,Yes,No,No,,No,,,,,,,,,,80,80,Rarely,Occasionally,Occasionally,Frequently,Frequently,Frequently,Occasionally,Rarely,Frequently,Occasionally,Frequently,Occasionally,,"Principal investigator of the study,Peer-reviewer(s)",,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat not important,Somewhat not important,Somewhat not important,Somewhat not important,Somewhat important,Very important,In my field validation and meta-analysis becomes critical when research results are applied in fore instance transport modelling. What is the right level for an elasticity? Its critical for the application and difficult to answer based on research results.,6 - 10 people,Other (specify),Senior Consultant and external lecturer,Male,,White,,Denmark,
144,5/27/2022 2:09,5/27/2022 2:21,IP Address,100,690,TRUE,5/27/2022 2:21,R_1QavRXigWy5kyuF,,55.6689,12.5872,email,EN,35-54 years old,Yes,Other (specify),Biogeography,Quantitative,To a great extent,"A reproducible analysis is one where a researcher from outside the research group that performed the analysis can collect the same data and follow the same methods and get the same (or at least not significantly different) results. Basically, ""can I read a journal article and get the same results as the authors without a whole lot of additional investigation?""",To a great extent,Always,"Obtaining or collecting data,Data cleaning or pre-processing,Data analysis,Data visualization or mapping",Always,To a great extent,Always,To a great extent,Always,Some of the time,Rarely,To a great extent,Always,Always,Not at all,,Disagree,Agree,Agree,Disagree,Agree,Strongly disagree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I had a study that I had walked away from and wanted to pick back up to publish.,All,None,None,"Yes, all","Yes, all","Yes, some","Yes, all",,50,70,Rarely,Occasionally,Occasionally,Occasionally,Frequently,Occasionally,Rarely,Occasionally,Rarely,Occasionally,Frequently,Rarely,"Lack of emphasis placed on reproducibility in the peer review process, which is fair because checking how reproducible a study is as a peer reviewer is incredibly time-consuming and it's already volunteer work that has little direct benefit.","Principal investigator of the study,Peer-reviewer(s),Journal editor(s),Funding agency",,Somewhat not important,Somewhat important,Very important,Somewhat not important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,,16+ people,Post-doctoral fellow,,Female,,White,,Denmark,I would like to be entered into the prize draw
